chr geneProduct text_gene start end strand gene_id
X protein_coding gene 103265719 103268259 - ENSG00000123569
X protein_coding gene 106366657 106449670 - ENSG00000198088
X protein_coding gene 106956451 107020572 - ENSG00000157514
X protein_coding gene 107327437 107334848 - ENSG00000101843
X protein_coding gene 107386780 107682727 - ENSG00000197565
X antisense gene 130115564 130192120 - ENSG00000228659
X protein_coding gene 134962849 134971244 - ENSG00000226907
X processed_transcript gene 146990949 146993335 - ENSG00000268066
X antisense gene 147579633 147582135 - ENSG00000237741
X antisense gene 149007636 149009870 - ENSG00000230899
X protein_coding gene 151301782 151307033 - ENSG00000124260
X antisense gene 151876743 151883038 - ENSG00000197463
X protein_coding gene 151899293 151903184 - ENSG00000213401
X protein_coding gene 151918387 151922364 - ENSG00000184750
X protein_coding gene 151995517 151999321 - ENSG00000147400
X protein_coding gene 152965947 152990152 - ENSG00000185825
X protein_coding gene 153498930 153523796 - ENSG00000185254
X protein_coding gene 154289897 154299637 - ENSG00000182712
8 antisense gene 6475996 6565730 - ENSG00000249898
8 lincRNA gene 8413248 8418475 - ENSG00000253343
8 protein_coding gene 8993765 9009084 - ENSG00000173281
8 antisense gene 9907995 9911764 - ENSG00000260093
8 pseudogene gene 12029711 12036084 - ENSG00000205879
8 protein_coding gene 17501304 17658426 - ENSG00000129422
8 antisense gene 22112089 22132675 - ENSG00000254064
8 protein_coding gene 26362202 26371608 - ENSG00000240694
8 protein_coding gene 27142404 27168836 - ENSG00000104228
8 protein_coding gene 28625178 28747759 - ENSG00000104299
8 lincRNA gene 29531438 29605625 - ENSG00000251191
8 protein_coding gene 30853321 30891231 - ENSG00000172733
8 protein_coding gene 38846327 38854343 - ENSG00000169490
8 antisense gene 42091193 42128715 - ENSG00000253408
8 protein_coding gene 48685669 48872743 - ENSG00000253729
8 protein_coding gene 52730140 52811735 - ENSG00000168300
8 protein_coding gene 57073463 57123883 - ENSG00000181690
8 lincRNA gene 61297147 61429354 - ENSG00000251396
8 protein_coding gene 67540722 67579452 - ENSG00000175073
8 protein_coding gene 71485677 71520622 - ENSG00000067167
8 protein_coding gene 71547553 71581409 - ENSG00000147592
8 protein_coding gene 74851404 74884522 - ENSG00000154582
8 protein_coding gene 80676245 80680098 - ENSG00000164683
8 antisense gene 86084312 86089297 - ENSG00000260493
8 protein_coding gene 86126311 86132650 - ENSG00000176731
8 lincRNA gene 90621638 90769955 - ENSG00000251136
8 antisense gene 92072137 92082417 - ENSG00000253738
8 protein_coding gene 94741584 94753245 - ENSG00000183808
8 protein_coding gene 95499921 95565757 - ENSG00000164944
8 protein_coding gene 97251626 97273838 - ENSG00000156469
8 protein_coding gene 99114572 99129469 - ENSG00000132541
8 lincRNA gene 100008991 100025272 - ENSG00000253948
8 protein_coding gene 103216730 103251346 - ENSG00000048392
8 protein_coding gene 124332090 124428590 - ENSG00000156802
8 lincRNA gene 125474726 125486817 - ENSG00000245149
8 protein_coding gene 143293441 143484601 - ENSG00000171045
8 antisense gene 143783670 143808391 - ENSG00000253741
8 protein_coding gene 144806103 144815971 - ENSG00000180921
8 protein_coding gene 145486055 145515082 - ENSG00000170727
8 protein_coding gene 145674965 145691060 - ENSG00000187954
8 protein_coding gene 145736667 145743229 - ENSG00000160957
9 lincRNA gene 4676600 4679502 - ENSG00000273061
9 protein_coding gene 6532464 6645650 - ENSG00000178445
9 protein_coding gene 8314246 10612723 - ENSG00000153707
9 protein_coding gene 24542950 24545944 - ENSG00000205442
9 protein_coding gene 32972604 33025166 - ENSG00000137074
9 protein_coding gene 33247818 33264761 - ENSG00000107262
9 protein_coding gene 33384765 33402643 - ENSG00000165269
9 protein_coding gene 34252379 34329198 - ENSG00000186638
9 protein_coding gene 34634719 34637806 - ENSG00000147955
9 lincRNA gene 67017400 67032072 - ENSG00000182021
9 pseudogene gene 69633978 69650004 - ENSG00000181997
9 protein_coding gene 71151496 71155783 - ENSG00000181778
9 antisense gene 72808913 72873782 - ENSG00000268364
9 protein_coding gene 77561497 77567802 - ENSG00000135045
9 protein_coding gene 77675489 77703133 - ENSG00000106733
9 protein_coding gene 84198598 84304220 - ENSG00000196781
9 protein_coding gene 86582998 86595569 - ENSG00000165119
9 protein_coding gene 96713905 96717654 - ENSG00000131668
9 protein_coding gene 101978708 101984238 - ENSG00000119523
9 antisense gene 102648608 102668883 - ENSG00000255145
9 protein_coding gene 102741461 102861322 - ENSG00000023318
9 protein_coding gene 104149915 104160896 - ENSG00000136897
9 protein_coding gene 104235453 104295819 - ENSG00000165152
9 antisense gene 108316316 108320310 - ENSG00000228317
9 protein_coding gene 111629797 111696396 - ENSG00000070061
9 pseudogene gene 114353872 114393569 - ENSG00000204173
9 protein_coding gene 115923286 115983641 - ENSG00000119321
9 protein_coding gene 123514256 123555690 - ENSG00000119402
9 protein_coding gene 124894745 124922098 - ENSG00000119421
9 protein_coding gene 127620159 127624260 - ENSG00000136942
9 protein_coding gene 127997132 128003609 - ENSG00000044574
9 protein_coding gene 130209953 130213684 - ENSG00000197958
9 antisense gene 131291180 131314689 - ENSG00000228395
9 protein_coding gene 131483148 131486406 - ENSG00000160446
9 protein_coding gene 131707809 131709898 - ENSG00000175283
9 protein_coding gene 136205160 136214986 - ENSG00000148297
9 protein_coding gene 136228325 136242970 - ENSG00000148248
9 protein_coding gene 139296377 139305061 - ENSG00000165689
9 protein_coding gene 139388896 139440314 - ENSG00000148400
9 protein_coding gene 140201348 140317714 - ENSG00000187609
9 protein_coding gene 140509784 140513358 - ENSG00000203993
10 protein_coding gene 1017097 1034281 - ENSG00000205740
10 protein_coding gene 1085848 1095110 - ENSG00000067064
10 protein_coding gene 6469105 6622263 - ENSG00000065675
10 protein_coding gene 7792925 7829990 - ENSG00000151657
10 lincRNA gene 8092413 8095447 - ENSG00000197308
10 antisense gene 17683283 17685877 - ENSG00000260589
10 lincRNA gene 18940195 18948214 - ENSG00000152487
10 protein_coding gene 25270908 25305089 - ENSG00000151023
10 protein_coding gene 38238500 38265561 - ENSG00000175395
10 pseudogene gene 45497670 45642669 - ENSG00000226937
10 antisense gene 50504157 50507063 - ENSG00000236208
10 processed_transcript gene 51253146 51371338 - ENSG00000244393
10 protein_coding gene 51592080 51623365 - ENSG00000138297
10 pseudogene gene 51780942 51827563 - ENSG00000235618
10 antisense gene 53990502 54073888 - ENSG00000236671
10 processed_transcript gene 75434053 75490272 - ENSG00000242288
10 protein_coding gene 75881524 75910821 - ENSG00000185009
10 protein_coding gene 88195013 88281572 - ENSG00000062650
10 antisense gene 88509511 88516055 - ENSG00000272631
10 antisense gene 88963632 89102369 - ENSG00000223482
10 protein_coding gene 90973326 91174314 - ENSG00000107798
10 antisense gene 93542596 93558048 - ENSG00000228701
10 protein_coding gene 93806449 94050844 - ENSG00000107864
10 antisense gene 95841707 95868571 - ENSG00000232913
10 protein_coding gene 99179228 99185831 - ENSG00000224474
10 protein_coding gene 99195899 99205774 - ENSG00000171311
10 protein_coding gene 99218081 99258551 - ENSG00000155229
10 lincRNA gene 99588235 99609555 - ENSG00000227356
10 protein_coding gene 101948055 101989376 - ENSG00000213341
10 protein_coding gene 102767440 102790890 - ENSG00000186862
10 protein_coding gene 103544200 103578696 - ENSG00000198408
10 protein_coding gene 104433488 104474164 - ENSG00000138175
10 protein_coding gene 105148798 105156223 - ENSG00000173915
10 protein_coding gene 112658488 112679032 - ENSG00000214413
10 protein_coding gene 114190058 114206672 - ENSG00000023041
10 protein_coding gene 115594488 115614142 - ENSG00000198924
10 protein_coding gene 121588972 121652068 - ENSG00000197771
10 protein_coding gene 124608594 124639157 - ENSG00000213185
10 protein_coding gene 124750322 124768333 - ENSG00000095574
10 protein_coding gene 127265091 127371713 - ENSG00000175018
10 protein_coding gene 127477146 127511817 - ENSG00000188690
10 protein_coding gene 127524906 127585005 - ENSG00000089876
10 protein_coding gene 134020996 134145351 - ENSG00000165752
10 lincRNA gene 134757471 134778793 - ENSG00000232903
11 protein_coding gene 167784 207428 - ENSG00000177951
11 protein_coding gene 532242 537287 - ENSG00000174775
11 protein_coding gene 767220 777488 - ENSG00000177225
11 protein_coding gene 837356 842545 - ENSG00000177700
11 protein_coding gene 5684425 5959849 - ENSG00000132256
11 protein_coding gene 6232565 6255941 - ENSG00000051009
11 protein_coding gene 6496910 6502666 - ENSG00000132254
11 protein_coding gene 6616305 6624850 - ENSG00000132275
11 protein_coding gene 7020549 7041599 - ENSG00000149050
11 protein_coding gene 8127597 8190602 - ENSG00000166405
11 protein_coding gene 8714898 8932498 - ENSG00000166444
11 protein_coding gene 9002123 9025596 - ENSG00000175352
11 protein_coding gene 10533225 10562777 - ENSG00000110315
11 protein_coding gene 10818597 10830657 - ENSG00000110321
11 protein_coding gene 14515329 14665181 - ENSG00000129084
11 protein_coding gene 17099277 17229530 - ENSG00000011405
11 protein_coding gene 18300223 18343745 - ENSG00000110756
11 pseudogene gene 18617006 18621230 - ENSG00000256282
11 lincRNA gene 22467234 22513565 - ENSG00000255323
11 protein_coding gene 27516123 27528320 - ENSG00000148943
11 protein_coding gene 30851916 31391357 - ENSG00000170959
11 protein_coding gene 31453948 31531192 - ENSG00000148950
11 protein_coding gene 36508577 36531822 - ENSG00000175104
11 lincRNA gene 38639814 38667906 - ENSG00000255175
11 lincRNA gene 41540445 41735998 - ENSG00000255388
11 antisense gene 43851259 43902276 - ENSG00000246250
11 antisense gene 43930842 43942494 - ENSG00000244926
11 protein_coding gene 46698630 46722165 - ENSG00000175220
11 protein_coding gene 46764598 46867847 - ENSG00000175216
11 protein_coding gene 57471186 57479693 - ENSG00000156603
11 protein_coding gene 59341871 59383617 - ENSG00000110048
11 protein_coding gene 59404189 59436453 - ENSG00000166889
11 protein_coding gene 60658202 60674060 - ENSG00000110107
11 protein_coding gene 61170121 61197503 - ENSG00000149532
11 protein_coding gene 61535973 61560274 - ENSG00000134825
11 protein_coding gene 62417166 62432650 - ENSG00000255432
11 processed_transcript gene 62619460 62623386 - ENSG00000255717
11 antisense gene 63996686 64001824 - ENSG00000256116
11 protein_coding gene 64662007 64684722 - ENSG00000110046
11 protein_coding gene 64833772 64851636 - ENSG00000146670
11 protein_coding gene 65365226 65382853 - ENSG00000173327
11 protein_coding gene 65684279 65686588 - ENSG00000175573
11 protein_coding gene 66112843 66115163 - ENSG00000174684
11 protein_coding gene 66202546 66234209 - ENSG00000174547
11 protein_coding gene 66288108 66313709 - ENSG00000174165
11 protein_coding gene 67370351 67374177 - ENSG00000184224
11 antisense gene 67792277 67797928 - ENSG00000255306
11 protein_coding gene 68658744 68671303 - ENSG00000197345
11 protein_coding gene 71139239 71163914 - ENSG00000172893
11 protein_coding gene 71576555 71639700 - ENSG00000254469
11 protein_coding gene 74202757 74204778 - ENSG00000175536
11 protein_coding gene 74518784 74660245 - ENSG00000166435
11 protein_coding gene 76061000 76092015 - ENSG00000137492
11 lincRNA gene 76152382 76155700 - ENSG00000255135
11 lincRNA gene 76365213 76367756 - ENSG00000254810
11 protein_coding gene 77371041 77532063 - ENSG00000048649
11 protein_coding gene 77811982 77850706 - ENSG00000159063
11 protein_coding gene 82684175 82782965 - ENSG00000137502
11 protein_coding gene 85563600 85565986 - ENSG00000215504
11 protein_coding gene 86656721 86666433 - ENSG00000174804
11 lincRNA gene 87794942 87831315 - ENSG00000255102
11 protein_coding gene 94695787 94706776 - ENSG00000150316
11 protein_coding gene 96085933 96123087 - ENSG00000149231
11 protein_coding gene 107661717 107799019 - ENSG00000110660
11 antisense gene 113149159 113185159 - ENSG00000255129
11 protein_coding gene 114262165 114271139 - ENSG00000180425
11 protein_coding gene 117075053 117103241 - ENSG00000160613
11 lincRNA gene 118865534 118868714 - ENSG00000255121
11 protein_coding gene 119225925 119252436 - ENSG00000036672
11 protein_coding gene 119494120 119599794 - ENSG00000110400
11 antisense gene 125028357 125034505 - ENSG00000254880
11 protein_coding gene 125763381 125773116 - ENSG00000110060
11 antisense gene 125773142 125808811 - ENSG00000255027
11 lincRNA gene 126790084 126810555 - ENSG00000254938
11 protein_coding gene 130096572 130184581 - ENSG00000196323
11 protein_coding gene 134118173 134123264 - ENSG00000151500
12 protein_coding gene 2055220 2113701 - ENSG00000151065
12 protein_coding gene 2966847 2986206 - ENSG00000111206
12 protein_coding gene 4596894 4647674 - ENSG00000047621
12 protein_coding gene 4724674 4758213 - ENSG00000111254
12 lincRNA gene 4809583 4829268 - ENSG00000255474
12 antisense gene 6548167 6560733 - ENSG00000215039
12 protein_coding gene 6759446 6772314 - ENSG00000111653
12 protein_coding gene 6953957 6961230 - ENSG00000111665
12 protein_coding gene 8373856 8380214 - ENSG00000171847
12 protein_coding gene 9092959 9102551 - ENSG00000003056
12 processed_transcript gene 9208182 9217666 - ENSG00000214851
12 antisense gene 10167839 10183205 - ENSG00000256803
12 protein_coding gene 13127798 13153207 - ENSG00000013583
12 pseudogene gene 14509776 14518437 - ENSG00000244573
12 protein_coding gene 14939410 14956474 - ENSG00000084463
12 protein_coding gene 15773092 16035263 - ENSG00000151491
12 protein_coding gene 21621845 21654603 - ENSG00000004700
12 antisense gene 22762162 22777949 - ENSG00000257023
12 protein_coding gene 25261354 25348096 - ENSG00000118307
12 protein_coding gene 27058114 27091259 - ENSG00000064102
12 antisense gene 27849321 27863703 - ENSG00000256377
12 lincRNA gene 29296129 29301608 - ENSG00000257258
12 protein_coding gene 30862486 30907885 - ENSG00000110888
12 protein_coding gene 42550906 42632151 - ENSG00000015153
12 lincRNA gene 43009305 43040300 - ENSG00000257510
12 protein_coding gene 44122410 44152620 - ENSG00000129317
12 protein_coding gene 48057070 48099844 - ENSG00000005175
12 lincRNA gene 48399060 48405010 - ENSG00000258203
12 protein_coding gene 49950327 49961936 - ENSG00000187778
12 lincRNA gene 50302665 50305646 - ENSG00000258135
12 lincRNA gene 52599368 52604639 - ENSG00000257137
12 antisense gene 54375293 54379303 - ENSG00000251151
12 pseudogene gene 54470622 54475687 - ENSG00000250654
12 processed_transcript gene 54478916 54519776 - ENSG00000250432
12 protein_coding gene 54624724 54673886 - ENSG00000094916
12 protein_coding gene 54685895 54694905 - ENSG00000123405
12 protein_coding gene 56146247 56211540 - ENSG00000205323
12 antisense gene 56423433 56435590 - ENSG00000257449
12 protein_coding gene 56598285 56615717 - ENSG00000181852
12 protein_coding gene 57910371 57914300 - ENSG00000175197
12 protein_coding gene 58162254 58166576 - ENSG00000037897
12 protein_coding gene 59265931 59314303 - ENSG00000139263
12 protein_coding gene 64580096 64616076 - ENSG00000174206
12 protein_coding gene 65107225 65153227 - ENSG00000135677
12 antisense gene 70107413 70132348 - ENSG00000247131
12 protein_coding gene 75669759 75784708 - ENSG00000180881
12 protein_coding gene 85408094 85430055 - ENSG00000231738
12 protein_coding gene 88442793 88535993 - ENSG00000198707
12 antisense gene 93710911 93771512 - ENSG00000257252
12 protein_coding gene 95470525 95611258 - ENSG00000180263
12 antisense gene 96189123 96252617 - ENSG00000258343
12 protein_coding gene 96260826 96336752 - ENSG00000165972
12 protein_coding gene 96366440 96390143 - ENSG00000084110
12 protein_coding gene 99007183 99038891 - ENSG00000166130
12 protein_coding gene 100597447 100660857 - ENSG00000166153
12 protein_coding gene 102467967 102513902 - ENSG00000075188
12 protein_coding gene 104164231 104234975 - ENSG00000111696
12 protein_coding gene 104343980 104359486 - ENSG00000204954
12 protein_coding gene 104382762 104457961 - ENSG00000120820
12 antisense gene 105496250 105500957 - ENSG00000257999
12 protein_coding gene 110288748 110318293 - ENSG00000139433
12 protein_coding gene 111798455 111806925 - ENSG00000198324
12 protein_coding gene 112079950 112123790 - ENSG00000089234
12 protein_coding gene 112369086 112450970 - ENSG00000198270
12 protein_coding gene 113594979 113623284 - ENSG00000123064
12 protein_coding gene 117153593 117175875 - ENSG00000111412
12 protein_coding gene 117476728 117537284 - ENSG00000088992
12 protein_coding gene 120634489 120639038 - ENSG00000089157
12 protein_coding gene 120779133 120806983 - ENSG00000135097
12 protein_coding gene 120881764 120884215 - ENSG00000170855
12 protein_coding gene 120899471 120907596 - ENSG00000111786
12 protein_coding gene 121746048 121837699 - ENSG00000089053
12 lincRNA gene 122233173 122241812 - ENSG00000212694
12 protein_coding gene 122989190 123011547 - ENSG00000111011
12 protein_coding gene 124104953 124118313 - ENSG00000111361
12 protein_coding gene 124403207 124457378 - ENSG00000119242
12 lincRNA gene 126443234 126467920 - ENSG00000249267
12 lincRNA gene 127112718 127174868 - ENSG00000255944
12 lincRNA gene 128571530 128602677 - ENSG00000256551
12 processed_transcript gene 130634894 130646801 - ENSG00000250208
12 protein_coding gene 132621139 132628880 - ENSG00000185163
12 lincRNA gene 133606975 133613808 - ENSG00000246394
13 protein_coding gene 19747910 19755992 - ENSG00000198033
13 protein_coding gene 21727734 21750741 - ENSG00000165480
13 protein_coding gene 27640293 27746033 - ENSG00000152484
13 protein_coding gene 28120050 28194541 - ENSG00000139517
13 protein_coding gene 31032884 31191734 - ENSG00000189403
13 protein_coding gene 32877837 32889481 - ENSG00000189167
13 protein_coding gene 39584003 39612252 - ENSG00000120685
13 protein_coding gene 45513384 45563618 - ENSG00000083635
13 protein_coding gene 46528600 46626894 - ENSG00000123200
13 protein_coding gene 46700055 46786006 - ENSG00000136167
13 lincRNA gene 48870649 48877797 - ENSG00000231473
13 protein_coding gene 52342129 52378293 - ENSG00000102796
13 pseudogene gene 52793479 52908412 - ENSG00000272281
13 protein_coding gene 73282495 73301825 - ENSG00000204899
13 protein_coding gene 74987094 74993252 - ENSG00000177596
13 protein_coding gene 76099350 76123575 - ENSG00000188243
13 lincRNA gene 96300987 96329179 - ENSG00000247400
13 lincRNA gene 99848631 99852964 - ENSG00000228889
13 protein_coding gene 103436631 103451357 - ENSG00000134901
13 protein_coding gene 108859787 108870716 - ENSG00000174405
13 protein_coding gene 114110134 114145267 - ENSG00000150401
13 protein_coding gene 114523522 114567046 - ENSG00000183087
13 lincRNA gene 114581673 114586624 - ENSG00000226921
14 lincRNA gene 19740033 19742744 - ENSG00000257310
14 protein_coding gene 20914570 20923264 - ENSG00000092094
14 antisense gene 21463996 21467322 - ENSG00000258471
14 protein_coding gene 23242431 23299029 - ENSG00000155465
14 protein_coding gene 23369854 23388393 - ENSG00000100461
14 protein_coding gene 23389720 23398794 - ENSG00000100462
14 protein_coding gene 23440383 23451851 - ENSG00000129474
14 protein_coding gene 24759804 24769039 - ENSG00000157379
14 protein_coding gene 24774302 24780636 - ENSG00000136305
14 antisense gene 29269290 29299410 - ENSG00000257748
14 protein_coding gene 35554673 35591723 - ENSG00000092020
14 protein_coding gene 44973545 44976482 - ENSG00000189139
14 antisense gene 45346077 45366280 - ENSG00000258633
14 protein_coding gene 50043390 50065408 - ENSG00000213741
14 protein_coding gene 53510686 53620000 - ENSG00000100523
14 protein_coding gene 55405668 55493823 - ENSG00000198554
14 lincRNA gene 56770208 56777479 - ENSG00000259483
14 protein_coding gene 58466453 58764857 - ENSG00000139971
14 protein_coding gene 59927081 59951148 - ENSG00000126790
14 antisense gene 60435834 60558501 - ENSG00000258553
14 lincRNA gene 62570096 62583893 - ENSG00000258903
14 protein_coding gene 69340860 69446157 - ENSG00000072110
14 lincRNA gene 71075515 71108015 - ENSG00000245466
14 protein_coding gene 74523553 74551196 - ENSG00000119711
14 protein_coding gene 74752126 74769759 - ENSG00000119688
14 protein_coding gene 75120140 75179818 - ENSG00000119682
14 pseudogene gene 75758809 75761016 - ENSG00000119660
14 protein_coding gene 77253588 77292589 - ENSG00000013523
14 protein_coding gene 78138747 78174363 - ENSG00000100601
14 lincRNA gene 85991477 85996332 - ENSG00000205562
14 protein_coding gene 90261013 90421121 - ENSG00000140025
14 lincRNA gene 90918407 90921461 - ENSG00000258678
14 protein_coding gene 91737667 91884188 - ENSG00000015133
14 protein_coding gene 92582466 92588261 - ENSG00000183648
14 protein_coding gene 93648541 93651273 - ENSG00000165943
14 protein_coding gene 93703896 93799438 - ENSG00000011114
14 protein_coding gene 94517266 94547591 - ENSG00000089737
14 protein_coding gene 99864083 99947216 - ENSG00000183576
14 protein_coding gene 102808956 102829253 - ENSG00000100865
14 lincRNA gene 103587184 103589344 - ENSG00000259717
14 antisense gene 103991347 103995409 - ENSG00000260285
14 protein_coding gene 104022881 104029168 - ENSG00000166170
14 protein_coding gene 104163946 104181841 - ENSG00000126215
14 protein_coding gene 104200089 104313927 - ENSG00000088808
14 protein_coding gene 104378625 104394606 - ENSG00000156411
14 antisense gene 105883221 105886076 - ENSG00000251602
15 protein_coding gene 25922420 26110317 - ENSG00000206190
15 antisense gene 33595858 33602860 - ENSG00000259446
15 protein_coding gene 34376218 34394149 - ENSG00000134153
15 protein_coding gene 35043233 35047166 - ENSG00000159248
15 protein_coding gene 35509546 35838394 - ENSG00000134146
15 protein_coding gene 40091233 40213093 - ENSG00000166073
15 protein_coding gene 40327940 40331389 - ENSG00000140319
15 protein_coding gene 41474923 41522941 - ENSG00000178997
15 protein_coding gene 41601466 41624819 - ENSG00000104147
15 antisense gene 42117297 42120134 - ENSG00000250379
15 protein_coding gene 42190950 42264776 - ENSG00000103966
15 protein_coding gene 42450899 42500514 - ENSG00000166887
15 protein_coding gene 42705021 42783321 - ENSG00000103994
15 protein_coding gene 42834720 42841000 - ENSG00000180979
15 protein_coding gene 43619974 43622803 - ENSG00000168806
15 protein_coding gene 43699407 43802926 - ENSG00000067369
15 antisense gene 44694883 44719342 - ENSG00000259595
15 lincRNA gene 44819455 44829121 - ENSG00000179523
15 protein_coding gene 44957930 45003514 - ENSG00000229474
15 protein_coding gene 45653322 45694525 - ENSG00000171766
15 protein_coding gene 48700503 48938046 - ENSG00000166147
15 protein_coding gene 49619159 49913128 - ENSG00000166262
15 protein_coding gene 55632230 55700708 - ENSG00000260916
15 protein_coding gene 56922379 57210769 - ENSG00000137871
15 lincRNA gene 59060271 59063173 - ENSG00000245975
15 antisense gene 59149030 59157262 - ENSG00000259353
15 protein_coding gene 60711808 60771359 - ENSG00000128915
15 protein_coding gene 64364758 64386217 - ENSG00000166797
15 protein_coding gene 64657193 64679886 - ENSG00000166803
15 protein_coding gene 65345679 65369028 - ENSG00000103710
15 protein_coding gene 65871091 65903627 - ENSG00000138614
15 protein_coding gene 66628544 66679084 - ENSG00000075131
15 processed_transcript gene 69570667 69591097 - ENSG00000261634
15 protein_coding gene 72968124 72978490 - ENSG00000175202
15 antisense gene 74163291 74165707 - ENSG00000260624
15 protein_coding gene 74275547 74286963 - ENSG00000067221
15 protein_coding gene 74738318 74753523 - ENSG00000138629
15 protein_coding gene 76228310 76352136 - ENSG00000169752
15 protein_coding gene 77400471 77712486 - ENSG00000173517
15 protein_coding gene 78276378 78370066 - ENSG00000167202
15 protein_coding gene 81601394 81616524 - ENSG00000172345
15 protein_coding gene 82422571 82555104 - ENSG00000140598
15 protein_coding gene 83205504 83209315 - ENSG00000182774
15 protein_coding gene 83509838 83654661 - ENSG00000103942
15 pseudogene gene 84721865 84748849 - ENSG00000259609
15 protein_coding gene 89002707 89010650 - ENSG00000259494
15 protein_coding gene 90220995 90234014 - ENSG00000166821
15 protein_coding gene 90626277 90645736 - ENSG00000182054
15 antisense gene 91163239 91260372 - ENSG00000259736
15 protein_coding gene 91541646 91565833 - ENSG00000184056
15 antisense gene 97315235 97326542 - ENSG00000259282
15 protein_coding gene 99676528 99791428 - ENSG00000103852
15 pseudogene gene 100330361 100347132 - ENSG00000182397
15 protein_coding gene 101821715 101835487 - ENSG00000131876
16 lincRNA gene 1025761 1031596 - ENSG00000260807
16 protein_coding gene 1399241 1401912 - ENSG00000007520
16 protein_coding gene 1560428 1662111 - ENSG00000187535
16 protein_coding gene 2028918 2034193 - ENSG00000196408
16 protein_coding gene 2047655 2059824 - ENSG00000167962
16 lincRNA gene 2506253 2509980 - ENSG00000260874
16 protein_coding gene 3432085 3451065 - ENSG00000140987
16 protein_coding gene 3486104 3493542 - ENSG00000167981
16 protein_coding gene 3631182 3661599 - ENSG00000188827
16 protein_coding gene 4404543 4475706 - ENSG00000262246
16 protein_coding gene 11929056 11945442 - ENSG00000171490
16 protein_coding gene 12021230 12070500 - ENSG00000234719
16 protein_coding gene 14529558 14726585 - ENSG00000140694
16 protein_coding gene 15153879 15188174 - ENSG00000085721
16 pseudogene gene 15219099 15248421 - ENSG00000250251
16 protein_coding gene 15688243 15737023 - ENSG00000166783
16 protein_coding gene 18816175 18937776 - ENSG00000157106
16 antisense gene 22094577 22103552 - ENSG00000260277
16 protein_coding gene 23614488 23652631 - ENSG00000083093
16 protein_coding gene 24930706 25026987 - ENSG00000140750
16 lincRNA gene 25096913 25122876 - ENSG00000260448
16 protein_coding gene 27470876 27561234 - ENSG00000077235
16 lincRNA gene 28296206 28303385 - ENSG00000246465
16 protein_coding gene 28853732 28857729 - ENSG00000178952
16 protein_coding gene 30016830 30034591 - ENSG00000149927
16 protein_coding gene 30035748 30064299 - ENSG00000149926
16 protein_coding gene 30585061 30597092 - ENSG00000197162
16 protein_coding gene 31072164 31085641 - ENSG00000167394
16 pseudogene gene 32114566 32199434 - ENSG00000230267
16 lincRNA gene 32747230 32752415 - ENSG00000260845
16 pseudogene gene 33105525 33140411 - ENSG00000261599
16 protein_coding gene 46690054 46723430 - ENSG00000069329
16 protein_coding gene 46989299 47007699 - ENSG00000069345
16 protein_coding gene 47111614 47177908 - ENSG00000171208
16 lincRNA gene 49476821 49487989 - ENSG00000262950
16 lincRNA gene 52116977 52119021 - ENSG00000260268
16 pseudogene gene 53398894 53406995 - ENSG00000260078
16 protein_coding gene 53631595 53737850 - ENSG00000103494
16 lincRNA gene 56126899 56225006 - ENSG00000246379
16 antisense gene 56742684 56763880 - ENSG00000261302
16 protein_coding gene 57186378 57220028 - ENSG00000172775
16 protein_coding gene 58147496 58163354 - ENSG00000070761
16 protein_coding gene 58313901 58328951 - ENSG00000103023
16 protein_coding gene 66541906 66586447 - ENSG00000166548
16 protein_coding gene 66965959 66968326 - ENSG00000166595
16 protein_coding gene 67241042 67260951 - ENSG00000125122
16 protein_coding gene 67323331 67360666 - ENSG00000168676
16 protein_coding gene 67471917 67515140 - ENSG00000159720
16 protein_coding gene 67757005 67840555 - ENSG00000141084
16 protein_coding gene 68318406 68344849 - ENSG00000103061
16 protein_coding gene 69740899 69760854 - ENSG00000181019
16 protein_coding gene 70286198 70323446 - ENSG00000090861
16 processed_transcript gene 70349543 70380650 - ENSG00000261777
16 protein_coding gene 70514471 70557468 - ENSG00000103051
16 lincRNA gene 72459384 72698908 - ENSG00000261008
16 lincRNA gene 74088050 74330660 - ENSG00000261404
16 antisense gene 81050397 81069364 - ENSG00000260213
16 protein_coding gene 82181403 82203831 - ENSG00000135698
16 antisense gene 83823572 83841439 - ENSG00000260228
16 protein_coding gene 84155886 84178797 - ENSG00000103160
16 protein_coding gene 88718343 88729569 - ENSG00000167508
16 protein_coding gene 88762903 88772829 - ENSG00000158717
16 sense_intronic gene 89003187 89006059 - ENSG00000261226
16 antisense gene 89281638 89284061 - ENSG00000259877
16 protein_coding gene 89334038 89556969 - ENSG00000167522
16 protein_coding gene 90036206 90038942 - ENSG00000177946
17 protein_coding gene 3511556 3539616 - ENSG00000197417
17 protein_coding gene 3907739 4046314 - ENSG00000074755
17 protein_coding gene 4636821 4643217 - ENSG00000161921
17 lincRNA gene 4704454 4710308 - ENSG00000262165
17 protein_coding gene 4891425 4900905 - ENSG00000196388
17 antisense gene 4978973 4981408 - ENSG00000262693
17 protein_coding gene 5082831 5095178 - ENSG00000180626
17 antisense gene 7256006 7258263 - ENSG00000263171
17 protein_coding gene 7362685 7387582 - ENSG00000174282
17 protein_coding gene 8076555 8079717 - ENSG00000179029
17 protein_coding gene 9153788 9479908 - ENSG00000170310
17 protein_coding gene 9694544 9725388 - ENSG00000214978
17 processed_transcript gene 13659795 13972812 - ENSG00000236088
