chr geneProduct text_gene start end strand gene_id
X protein_coding gene 100663283 100669121 + ENSG00000126945
X protein_coding gene 103268269 103297021 + ENSG00000101812
X protein_coding gene 106449862 106487473 + ENSG00000080572
X protein_coding gene 107020963 107037912 + ENSG00000170935
X protein_coding gene 107334898 107397901 + ENSG00000101844
X protein_coding gene 107683074 107940775 + ENSG00000188153
X protein_coding gene 130192216 130223857 + ENSG00000147256
X protein_coding gene 134971374 134995220 + ENSG00000181433
X protein_coding gene 146993469 147032645 + ENSG00000102081
X protein_coding gene 147582139 148082193 + ENSG00000155966
X protein_coding gene 149009941 149014609 + ENSG00000156009
X antisense gene 151307355 151355329 + ENSG00000231937
X protein_coding gene 151883082 151887096 + ENSG00000183305
X protein_coding gene 151903228 151909518 + ENSG00000198930
X antisense gene 151922445 151928738 + ENSG00000184324
X protein_coding gene 151999511 152038273 + ENSG00000147383
X protein_coding gene 152990323 153010216 + ENSG00000101986
X protein_coding gene 153524024 153558700 + ENSG00000007350
X protein_coding gene 154299695 154351349 + ENSG00000185515
8 protein_coding gene 6565878 6617184 + ENSG00000155189
8 lincRNA gene 8418901 8427198 + ENSG00000253130
8 protein_coding gene 9009252 9025646 + ENSG00000253426
8 protein_coding gene 9911778 10286401 + ENSG00000175806
8 pseudogene gene 12036206 12040228 + ENSG00000249889
8 antisense gene 17658854 17718578 + ENSG00000253944
8 protein_coding gene 22132810 22215076 + ENSG00000197181
8 protein_coding gene 26371791 26515694 + ENSG00000092964
8 protein_coding gene 27168999 27316903 + ENSG00000120899
8 protein_coding gene 28747911 28922281 + ENSG00000147421
8 lincRNA gene 29605825 29656008 + ENSG00000253490
8 protein_coding gene 30891317 31031285 + ENSG00000165392
8 protein_coding gene 38854388 38962663 + ENSG00000168615
8 protein_coding gene 42128820 42189973 + ENSG00000104365
8 protein_coding gene 48872745 48890720 + ENSG00000104738
8 antisense gene 52811885 52859733 + ENSG00000228801
8 protein_coding gene 57124245 57131357 + ENSG00000170791
8 protein_coding gene 61429416 61536186 + ENSG00000104388
8 protein_coding gene 67579850 67597799 + ENSG00000213865
8 protein_coding gene 71520812 71575514 + ENSG00000246366
8 protein_coding gene 71581600 71702606 + ENSG00000221947
8 protein_coding gene 74884672 74895018 + ENSG00000175606
8 lincRNA gene 80680377 80715077 + ENSG00000272138
8 protein_coding gene 86089460 86129387 + ENSG00000133740
8 protein_coding gene 86132816 86196302 + ENSG00000185015
8 protein_coding gene 90769975 90803291 + ENSG00000104312
8 protein_coding gene 92082424 92099323 + ENSG00000155100
8 antisense gene 94753421 94756762 + ENSG00000253848
8 lincRNA gene 95565950 95581973 + ENSG00000253704
8 protein_coding gene 97273943 97349223 + ENSG00000156471
8 protein_coding gene 99129525 99172062 + ENSG00000104356
8 protein_coding gene 100025494 100889808 + ENSG00000132549
8 antisense gene 103251622 103265561 + ENSG00000246263
8 protein_coding gene 124428965 124479470 + ENSG00000156795
8 protein_coding gene 125486979 125500155 + ENSG00000170881
8 antisense gene 143485013 143488389 + ENSG00000261693
8 protein_coding gene 143808621 143818345 + ENSG00000130193
8 lincRNA gene 144816310 144828507 + ENSG00000203499
8 protein_coding gene 145515280 145538385 + ENSG00000185122
8 protein_coding gene 145691426 145699585 + ENSG00000167702
8 protein_coding gene 145743376 145750557 + ENSG00000160959
9 protein_coding gene 4679559 4708398 + ENSG00000106993
9 lincRNA gene 6645956 6670635 + ENSG00000236924
9 lincRNA gene 10613202 10620420 + ENSG00000226717
9 lincRNA gene 24545950 24591991 + ENSG00000269957
9 protein_coding gene 33025209 33039905 + ENSG00000086061
9 protein_coding gene 33264940 33281977 + ENSG00000086065
9 antisense gene 33402855 33409946 + ENSG00000223678
9 protein_coding gene 34329504 34343709 + ENSG00000164978
9 protein_coding gene 34638130 34651032 + ENSG00000213930
9 pseudogene gene 67032331 67048373 + ENSG00000176115
9 protein_coding gene 69650263 69660358 + ENSG00000176134
9 lincRNA gene 71155952 71259358 + ENSG00000226337
9 protein_coding gene 72873937 72969804 + ENSG00000198887
9 antisense gene 77567884 77611209 + ENSG00000203321
9 protein_coding gene 77703459 77762181 + ENSG00000134996
9 lincRNA gene 84304628 84391815 + ENSG00000233926
9 protein_coding gene 86595626 86618985 + ENSG00000178966
9 lincRNA gene 96717879 96721422 + ENSG00000235601
9 protein_coding gene 101984346 101992897 + ENSG00000106803
9 protein_coding gene 102668915 102732618 + ENSG00000136874
9 protein_coding gene 102861538 103063282 + ENSG00000119509
9 protein_coding gene 104161155 104172942 + ENSG00000136870
9 protein_coding gene 104296133 104325622 + ENSG00000155827
9 protein_coding gene 108320411 108403399 + ENSG00000106692
9 protein_coding gene 111696461 111713024 + ENSG00000119328
9 protein_coding gene 114393666 114432509 + ENSG00000244115
9 protein_coding gene 115983808 116028674 + ENSG00000136868
9 pseudogene gene 123555829 123561848 + ENSG00000214654
9 protein_coding gene 124922190 124962367 + ENSG00000185681
9 protein_coding gene 127624409 127640003 + ENSG00000136950
9 antisense gene 128003942 128019297 + ENSG00000239705
9 protein_coding gene 130213765 130265780 + ENSG00000148356
9 protein_coding gene 131314866 131395941 + ENSG00000197694
9 antisense gene 131486724 131495473 + ENSG00000223478
9 protein_coding gene 131709978 131769375 + ENSG00000095319
9 protein_coding gene 136215069 136218281 + ENSG00000148303
9 protein_coding gene 136243117 136271220 + ENSG00000198870
9 protein_coding gene 139305110 139318213 + ENSG00000165688
9 antisense gene 139440664 139444345 + ENSG00000237886
9 protein_coding gene 140317802 140328858 + ENSG00000188747
9 protein_coding gene 140513444 140764468 + ENSG00000181090
10 protein_coding gene 1034338 1065876 + ENSG00000107937
10 protein_coding gene 1095478 1178237 + ENSG00000047056
10 lincRNA gene 6622381 6658414 + ENSG00000237943
10 protein_coding gene 7830092 7849778 + ENSG00000165629
10 protein_coding gene 8095567 8117161 + ENSG00000107485
10 protein_coding gene 17686124 17757913 + ENSG00000136738
10 protein_coding gene 18948334 18970568 + ENSG00000165997
10 protein_coding gene 25305587 25315593 + ENSG00000185875
10 lincRNA gene 38265753 38281395 + ENSG00000226447
10 processed_transcript gene 45642842 45666837 + ENSG00000243349
10 protein_coding gene 50507187 50535537 + ENSG00000177354
10 protein_coding gene 51371390 51387768 + ENSG00000204152
10 pseudogene gene 51623417 51732824 + ENSG00000214982
10 protein_coding gene 51827648 51893269 + ENSG00000099290
10 protein_coding gene 54074056 54077802 + ENSG00000107984
10 pseudogene gene 75490320 75497069 + ENSG00000250959
10 protein_coding gene 75910960 76469061 + ENSG00000156110
10 antisense gene 88281702 88284858 + ENSG00000227896
10 protein_coding gene 88516407 88692595 + ENSG00000107779
10 lincRNA gene 89102493 89117639 + ENSG00000224914
10 protein_coding gene 91174343 91180758 + ENSG00000152778
10 protein_coding gene 93558069 93625033 + ENSG00000107854
10 protein_coding gene 94050920 94113721 + ENSG00000198060
10 sense_intronic gene 95868873 95880864 + ENSG00000231575
10 protein_coding gene 99185917 99193198 + ENSG00000171314
10 protein_coding gene 99205927 99217127 + ENSG00000171307
10 protein_coding gene 99258625 99330966 + ENSG00000165886
10 protein_coding gene 99609996 99631337 + ENSG00000155265
10 antisense gene 101989424 101993757 + ENSG00000227492
10 protein_coding gene 102790991 102800998 + ENSG00000107819
10 antisense gene 103578835 103588536 + ENSG00000226009
10 protein_coding gene 104474295 104503249 + ENSG00000156398
10 protein_coding gene 105156405 105206049 + ENSG00000148843
10 protein_coding gene 112679301 112773425 + ENSG00000108061
10 protein_coding gene 114206756 114578503 + ENSG00000151532
10 protein_coding gene 115614420 115676953 + ENSG00000196865
10 protein_coding gene 121652223 121702014 + ENSG00000107651
10 pseudogene gene 124639246 124658230 + ENSG00000255624
10 protein_coding gene 124768495 124817827 + ENSG00000196177
10 lincRNA gene 127371798 127398627 + ENSG00000228021
10 protein_coding gene 127512115 127542264 + ENSG00000107949
10 protein_coding gene 127585108 127698161 + ENSG00000203780
10 protein_coding gene 134145614 134195010 + ENSG00000148814
10 lincRNA gene 134779038 134789858 + ENSG00000240707
11 protein_coding gene 207511 215113 + ENSG00000177963
11 protein_coding gene 537527 554916 + ENSG00000161328
11 protein_coding gene 777578 784297 + ENSG00000255284
11 protein_coding gene 842808 867116 + ENSG00000214063
11 lincRNA gene 5959981 5966214 + ENSG00000255257
11 protein_coding gene 6255995 6265659 + ENSG00000132259
11 protein_coding gene 6502715 6530208 + ENSG00000265264
11 protein_coding gene 6624961 6632102 + ENSG00000166333
11 protein_coding gene 7041677 7092539 + ENSG00000158077
11 lincRNA gene 8190714 8200450 + ENSG00000246820
11 protein_coding gene 8932686 8941631 + ENSG00000166452
11 antisense gene 9025709 9086701 + ENSG00000253973
11 antisense gene 10562819 10621479 + ENSG00000177112
11 antisense gene 10830844 10844478 + ENSG00000246308
11 protein_coding gene 14665269 14892350 + ENSG00000152270
11 protein_coding gene 17229700 17371521 + ENSG00000070081
11 protein_coding gene 18343842 18388591 + ENSG00000110768
11 processed_transcript gene 18621334 18631802 + ENSG00000247595
11 lincRNA gene 22513658 22524392 + ENSG00000255357
11 antisense gene 27528385 27719721 + ENSG00000245573
11 protein_coding gene 31391387 31453396 + ENSG00000170946
11 protein_coding gene 31531297 31805546 + ENSG00000109911
11 protein_coding gene 36532259 36614706 + ENSG00000166349
11 lincRNA gene 38668026 38695791 + ENSG00000254562
11 lincRNA gene 41736118 41857992 + ENSG00000255171
11 protein_coding gene 43902361 43941816 + ENSG00000166199
11 sense_overlapping gene 43942609 44022707 + ENSG00000254409
11 protein_coding gene 46722368 46727462 + ENSG00000175213
11 antisense gene 46867963 46895947 + ENSG00000247675
11 protein_coding gene 57480077 57559058 + ENSG00000254462
11 antisense gene 59383902 59407334 + ENSG00000255139
11 antisense gene 59436785 59443514 + ENSG00000255355
11 antisense gene 60674261 60677214 + ENSG00000257052
11 protein_coding gene 61197514 61215001 + ENSG00000167985
11 protein_coding gene 61560452 61634826 + ENSG00000134824
11 protein_coding gene 62432781 62435968 + ENSG00000214756
11 protein_coding gene 62623518 62656352 + ENSG00000168003
11 protein_coding gene 64002010 64006259 + ENSG00000173511
11 protein_coding gene 64685025 64701945 + ENSG00000068971
11 protein_coding gene 64851695 64855870 + ENSG00000162300
11 protein_coding gene 65383244 65404910 + ENSG00000197136
11 protein_coding gene 65686728 65689032 + ENSG00000175550
11 protein_coding gene 66115421 66132275 + ENSG00000255468
11 protein_coding gene 66234216 66244808 + ENSG00000174516
11 polymorphic_pseudogene gene 66313866 66330800 + ENSG00000248746
11 protein_coding gene 67374323 67380006 + ENSG00000167792
11 protein_coding gene 67798084 67804111 + ENSG00000110717
11 protein_coding gene 68671310 68708070 + ENSG00000132740
11 protein_coding gene 71164155 71235153 + ENSG00000172890
11 protein_coding gene 71639747 71708643 + ENSG00000137522
11 protein_coding gene 74204896 74380162 + ENSG00000077514
11 protein_coding gene 74660292 74690076 + ENSG00000118363
11 protein_coding gene 76092357 76125663 + ENSG00000179240
11 protein_coding gene 76155967 76264069 + ENSG00000158636
11 antisense gene 76368100 76374910 + ENSG00000236304
11 protein_coding gene 77532155 77629478 + ENSG00000087884
11 antisense gene 77850817 77886369 + ENSG00000246174
11 lincRNA gene 82783108 82817761 + ENSG00000246067
11 protein_coding gene 85566144 85631064 + ENSG00000150676
11 lincRNA gene 86666661 86712001 + ENSG00000246523
11 antisense gene 87831759 87849003 + ENSG00000255241
11 protein_coding gene 94706845 94732682 + ENSG00000186280
11 protein_coding gene 96123153 96240738 + ENSG00000183340
11 protein_coding gene 107799229 107834208 + ENSG00000179331
11 protein_coding gene 113185251 113254266 + ENSG00000149292
11 protein_coding gene 114271404 114314654 + ENSG00000255663
11 protein_coding gene 117103341 117157161 + ENSG00000167257
11 protein_coding gene 118868852 118886501 + ENSG00000186166
11 antisense gene 119252488 119397374 + ENSG00000245248
11 antisense gene 119600293 119610333 + ENSG00000254854
11 protein_coding gene 125034583 125303285 + ENSG00000165495
11 protein_coding gene 125773271 125793158 + ENSG00000109832
11 lincRNA gene 125809107 125813597 + ENSG00000255124
11 antisense gene 126810642 126814986 + ENSG00000254960
11 lincRNA gene 130184888 130263688 + ENSG00000175773
11 protein_coding gene 134123389 134135749 + ENSG00000151498
12 antisense gene 2113832 2120558 + ENSG00000203593
12 protein_coding gene 2986389 3050306 + ENSG00000078246
12 protein_coding gene 4647950 4669214 + ENSG00000111247
12 protein_coding gene 4758261 4798454 + ENSG00000139180
12 protein_coding gene 4829507 4960277 + ENSG00000130035
12 protein_coding gene 6560856 6575683 + ENSG00000139192
12 antisense gene 6772426 6781235 + ENSG00000219410
12 protein_coding gene 6961292 6975796 + ENSG00000111667
12 pseudogene gene 8380330 8384360 + ENSG00000254016
12 protein_coding gene 9102640 9163356 + ENSG00000139187
12 antisense gene 9217773 9220651 + ENSG00000245105
12 protein_coding gene 10183276 10218565 + ENSG00000197992
12 lincRNA gene 13153385 13193613 + ENSG00000255621
12 protein_coding gene 14518610 14651697 + ENSG00000171681
12 protein_coding gene 14956506 15059520 + ENSG00000182993
12 protein_coding gene 16035325 16056412 + ENSG00000023734
12 protein_coding gene 21654715 21671342 + ENSG00000111711
12 protein_coding gene 22778009 22843599 + ENSG00000139163
12 protein_coding gene 25348150 25362579 + ENSG00000205707
12 protein_coding gene 27091316 27119583 + ENSG00000111790
12 protein_coding gene 27863706 27909228 + ENSG00000061794
12 protein_coding gene 29302036 29493913 + ENSG00000064763
12 lincRNA gene 30908008 30933673 + ENSG00000246331
12 protein_coding gene 42632249 42853517 + ENSG00000134283
12 lincRNA gene 43040385 43080503 + ENSG00000257164
12 protein_coding gene 44152747 44183346 + ENSG00000198001
12 lincRNA gene 48099868 48136077 + ENSG00000257433
12 antisense gene 48405087 48419252 + ENSG00000257985
12 protein_coding gene 49962001 50038449 + ENSG00000110844
12 lincRNA gene 50305736 50324103 + ENSG00000257771
12 lincRNA gene 52604714 52617588 + ENSG00000258279
12 protein_coding gene 54379629 54428672 + ENSG00000273049
12 lincRNA gene 54475902 54496477 + ENSG00000249388
12 lincRNA gene 54519882 54526627 + ENSG00000250742
12 protein_coding gene 54673977 54680872 + ENSG00000135486
12 protein_coding gene 54694986 54745633 + ENSG00000111481
12 protein_coding gene 56211703 56215663 + ENSG00000123353
12 protein_coding gene 56435637 56438116 + ENSG00000197728
12 protein_coding gene 56615799 56623638 + ENSG00000139579
12 protein_coding gene 57914493 57923931 + ENSG00000166987
12 protein_coding gene 58166811 58180829 + ENSG00000257921
12 antisense gene 59314420 59458019 + ENSG00000257443
12 pseudogene gene 64616117 64790845 + ENSG00000243024
12 antisense gene 65153301 65173098 + ENSG00000215159
12 protein_coding gene 70132461 70216984 + ENSG00000127328
12 protein_coding gene 75784850 75826468 + ENSG00000180481
12 protein_coding gene 85430092 85657002 + ENSG00000133640
12 protein_coding gene 88536073 88593664 + ENSG00000139324
12 protein_coding gene 93771659 93797024 + ENSG00000173598
12 protein_coding gene 95611522 95696566 + ENSG00000028203
12 protein_coding gene 96252706 96297606 + ENSG00000139343
12 protein_coding gene 96337071 96362370 + ENSG00000139344
12 antisense gene 96390299 96405267 + ENSG00000257878
12 protein_coding gene 99038919 99129204 + ENSG00000120868
12 protein_coding gene 100660918 100735502 + ENSG00000136021
12 protein_coding gene 102513956 102591298 + ENSG00000185480
12 protein_coding gene 104235229 104238442 + ENSG00000257327
12 protein_coding gene 104359582 104382652 + ENSG00000139372
12 protein_coding gene 104458235 104498639 + ENSG00000111727
12 protein_coding gene 105501102 105562912 + ENSG00000136051
12 lincRNA gene 110318481 110326272 + ENSG00000249094
12 lincRNA gene 111807086 111841114 + ENSG00000257595
12 protein_coding gene 112123857 112194903 + ENSG00000111271
12 protein_coding gene 112451120 112461255 + ENSG00000089248
12 protein_coding gene 113623331 113630173 + ENSG00000139405
12 protein_coding gene 117176096 117291436 + ENSG00000135119
12 lincRNA gene 117537286 117579896 + ENSG00000258285
12 antisense gene 120639094 120650941 + ENSG00000255857
12 pseudogene gene 120807243 120809491 + ENSG00000239881
12 protein_coding gene 120884241 120899389 + ENSG00000257218
12 protein_coding gene 120907653 120936296 + ENSG00000088986
12 protein_coding gene 121837844 121868389 + ENSG00000170633
12 protein_coding gene 122242086 122270562 + ENSG00000139718
12 protein_coding gene 123011793 123110943 + ENSG00000184445
12 protein_coding gene 124118375 124147153 + ENSG00000111358
12 protein_coding gene 124457788 124800570 + ENSG00000178882
12 lincRNA gene 126468248 126470780 + ENSG00000256276
12 lincRNA gene 127175025 127180378 + ENSG00000255998
12 lincRNA gene 128602762 128606497 + ENSG00000256659
12 protein_coding gene 130647004 130650285 + ENSG00000111432
12 protein_coding gene 132628993 132637013 + ENSG00000184967
12 protein_coding gene 133613878 133639885 + ENSG00000198040
13 protein_coding gene 19756173 19761496 + ENSG00000121388
13 protein_coding gene 21750784 21753223 + ENSG00000173141
13 antisense gene 27746396 27757135 + ENSG00000230641
13 protein_coding gene 28194903 28241548 + ENSG00000186184
13 protein_coding gene 31191830 31233686 + ENSG00000132952
13 protein_coding gene 32889611 32973805 + ENSG00000139618
13 protein_coding gene 39612443 39624246 + ENSG00000188811
13 protein_coding gene 45563687 45607746 + ENSG00000133114
13 antisense gene 46626941 46687467 + ENSG00000235903
13 protein_coding gene 46786083 46851501 + ENSG00000173988
13 protein_coding gene 48877887 49056122 + ENSG00000139687
13 antisense gene 52378433 52387356 + ENSG00000231856
13 lincRNA gene 52908430 52916031 + ENSG00000271564
13 protein_coding gene 73302061 73330336 + ENSG00000136122
13 antisense gene 74993310 75009296 + ENSG00000226240
13 processed_transcript gene 76123909 76381256 + ENSG00000261553
13 protein_coding gene 96329393 96447243 + ENSG00000102580
13 protein_coding gene 99853028 100038688 + ENSG00000134882
13 protein_coding gene 103451399 103493885 + ENSG00000134897
13 protein_coding gene 108870727 108886603 + ENSG00000139826
13 protein_coding gene 114145310 114204542 + ENSG00000150403
13 lincRNA gene 114567141 114569806 + ENSG00000272695
13 lincRNA gene 114586640 114626485 + ENSG00000229373
14 pseudogene gene 19742775 19758782 + ENSG00000258781
14 protein_coding gene 20923350 20925927 + ENSG00000100823
14 protein_coding gene 21467414 21470030 + ENSG00000165794
14 protein_coding gene 23299088 23304246 + ENSG00000172590
14 antisense gene 23388665 23396105 + ENSG00000237054
14 antisense gene 23398818 23424771 + ENSG00000257285
14 antisense gene 23451907 23468287 + ENSG00000258457
14 protein_coding gene 24769068 24778330 + ENSG00000196943
14 protein_coding gene 24780656 24787242 + ENSG00000213903
14 lincRNA gene 29299450 29437606 + ENSG00000258038
14 protein_coding gene 35591755 35786680 + ENSG00000258790
14 antisense gene 44976610 45007716 + ENSG00000258747
14 protein_coding gene 45366498 45376460 + ENSG00000179476
14 protein_coding gene 50065415 50081390 + ENSG00000165501
14 antisense gene 53620072 53624246 + ENSG00000258731
14 protein_coding gene 55493948 55516206 + ENSG00000180008
14 lincRNA gene 56777598 56811719 + ENSG00000259719
14 protein_coding gene 58765103 58840605 + ENSG00000032219
14 protein_coding gene 59951161 59972128 + ENSG00000050130
14 protein_coding gene 60558629 60635851 + ENSG00000126773
14 lincRNA gene 62584197 62596352 + ENSG00000186369
14 antisense gene 69446399 69454180 + ENSG00000259062
14 protein_coding gene 71108504 71142077 + ENSG00000133985
14 protein_coding gene 74551499 74667936 + ENSG00000205659
14 protein_coding gene 74769772 74826711 + ENSG00000133980
14 protein_coding gene 75179847 75203394 + ENSG00000119616
14 lincRNA gene 75761107 75763341 + ENSG00000259687
14 protein_coding gene 77292715 77336645 + ENSG00000100565
14 protein_coding gene 78174414 78227447 + ENSG00000119705
14 protein_coding gene 85996488 86095034 + ENSG00000185070
14 protein_coding gene 90421283 90511106 + ENSG00000042088
14 lincRNA gene 90921574 90925249 + ENSG00000233208
14 lincRNA gene 91884610 91887520 + ENSG00000258798
14 protein_coding gene 92588281 92630755 + ENSG00000165934
14 protein_coding gene 93651318 93684932 + ENSG00000259066
14 protein_coding gene 93799565 94174222 + ENSG00000133958
14 protein_coding gene 94547628 94570192 + ENSG00000165948
14 protein_coding gene 99947506 100001381 + ENSG00000090061
14 protein_coding gene 102829300 102968818 + ENSG00000196663
14 protein_coding gene 103589779 103603776 + ENSG00000185215
14 protein_coding gene 103995521 104003410 + ENSG00000166166
14 protein_coding gene 104029299 104073860 + ENSG00000256053
14 protein_coding gene 104182067 104200005 + ENSG00000100711
14 lincRNA gene 104314058 104324386 + ENSG00000258735
14 protein_coding gene 104394799 104519004 + ENSG00000156414
14 protein_coding gene 105886159 105937066 + ENSG00000182979
15 lincRNA gene 26110442 26122358 + ENSG00000259011
15 protein_coding gene 33603163 34158303 + ENSG00000198838
15 protein_coding gene 34394274 34396591 + ENSG00000182405
15 antisense gene 35047285 35105124 + ENSG00000250007
15 lincRNA gene 35838396 36151202 + ENSG00000248079
15 lincRNA gene 40213243 40218081 + ENSG00000246863
15 lincRNA gene 40331512 40359491 + ENSG00000248508
15 protein_coding gene 41523037 41574043 + ENSG00000187446
15 protein_coding gene 41624892 41673248 + ENSG00000137804
15 protein_coding gene 42120293 42140353 + ENSG00000168970
15 antisense gene 42264961 42291292 + ENSG00000246740
15 antisense gene 42500611 42519188 + ENSG00000261002
15 protein_coding gene 42783431 42837547 + ENSG00000092531
15 protein_coding gene 42841008 42862192 + ENSG00000137814
15 protein_coding gene 43622872 43646096 + ENSG00000168803
15 protein_coding gene 43803156 43823818 + ENSG00000166963
15 protein_coding gene 44719432 44821236 + ENSG00000137770
15 protein_coding gene 44829255 44855227 + ENSG00000104131
15 protein_coding gene 45003675 45011075 + ENSG00000166710
15 protein_coding gene 45694529 45713617 + ENSG00000171763
15 lincRNA gene 48938148 48944213 + ENSG00000259705
15 protein_coding gene 49913177 49937333 + ENSG00000104047
15 protein_coding gene 55700746 55710962 + ENSG00000261652
15 protein_coding gene 57210821 57591479 + ENSG00000140262
15 protein_coding gene 59063391 59154099 + ENSG00000128923
15 protein_coding gene 59157374 59389618 + ENSG00000157450
15 antisense gene 60771377 60922836 + ENSG00000245534
15 protein_coding gene 64386322 64438289 + ENSG00000028528
15 protein_coding gene 64679947 64747502 + ENSG00000103671
15 protein_coding gene 65369154 65372276 + ENSG00000234438
15 protein_coding gene 65903704 65953333 + ENSG00000074621
15 protein_coding gene 66679155 66784650 + ENSG00000169032
15 protein_coding gene 69591286 69700119 + ENSG00000137819
15 protein_coding gene 72978527 73030817 + ENSG00000140463
15 protein_coding gene 74165949 74181555 + ENSG00000167139
15 protein_coding gene 74287014 74340153 + ENSG00000140464
15 antisense gene 74753606 74773643 + ENSG00000247240
15 protein_coding gene 76352178 76521462 + ENSG00000169758
15 protein_coding gene 77712754 77777949 + ENSG00000140382
15 protein_coding gene 78370150 78397251 + ENSG00000183476
15 antisense gene 81616718 81654378 + ENSG00000259343
15 protein_coding gene 82555151 82577271 + ENSG00000188659
15 protein_coding gene 83209620 83231124 + ENSG00000261086
15 protein_coding gene 83654959 83659809 + ENSG00000169612
15 pseudogene gene 84748920 84795356 + ENSG00000259404
15 protein_coding gene 89010684 89022222 + ENSG00000181991
15 protein_coding gene 90234028 90286869 + ENSG00000140527
15 lincRNA gene 90645881 90676674 + ENSG00000259685
15 protein_coding gene 91260558 91358859 + ENSG00000197299
15 antisense gene 91565849 91579841 + ENSG00000214432
15 protein_coding gene 97326619 97328845 + ENSG00000185594
15 protein_coding gene 99791567 99930934 + ENSG00000168904
15 protein_coding gene 100347228 100417353 + ENSG00000259363
15 antisense gene 101835624 101845942 + ENSG00000259172
16 protein_coding gene 1031808 1036979 + ENSG00000005513
16 protein_coding gene 1401924 1413352 + ENSG00000090581
16 protein_coding gene 1662326 1727909 + ENSG00000007545
16 protein_coding gene 2034208 2037750 + ENSG00000127554
16 protein_coding gene 2059927 2070756 + ENSG00000183971
16 protein_coding gene 2510081 2514964 + ENSG00000162062
16 protein_coding gene 3451235 3459370 + ENSG00000103343
16 protein_coding gene 3493611 3536963 + ENSG00000122390
16 protein_coding gene 3661729 3730144 + ENSG00000213918
16 protein_coding gene 4475806 4506776 + ENSG00000103423
16 antisense gene 11945506 11989468 + ENSG00000263307
16 protein_coding gene 12070594 12668146 + ENSG00000048471
16 protein_coding gene 14726672 14763093 + ENSG00000103429
16 antisense gene 15188268 15203054 + ENSG00000260735
16 lincRNA gene 15248760 15250877 + ENSG00000257391
16 protein_coding gene 15737124 15820210 + ENSG00000072864
16 antisense gene 18938185 18948365 + ENSG00000260352
16 protein_coding gene 22103859 22168287 + ENSG00000175267
16 protein_coding gene 23652713 23681195 + ENSG00000166847
16 pseudogene gene 25027299 25032344 + ENSG00000260714
16 protein_coding gene 25123050 25189552 + ENSG00000205629
16 protein_coding gene 27561454 27791690 + ENSG00000047578
16 protein_coding gene 28303840 28335170 + ENSG00000188322
16 protein_coding gene 28857921 28885526 + ENSG00000178188
16 protein_coding gene 30034655 30039057 + ENSG00000167194
16 protein_coding gene 30064411 30081778 + ENSG00000149925
16 antisense gene 30597228 30619914 + ENSG00000260167
16 protein_coding gene 31085743 31095517 + ENSG00000167395
16 lincRNA gene 32199654 32204851 + ENSG00000260847
16 pseudogene gene 32752635 32787517 + ENSG00000260644
16 lincRNA gene 33140637 33145820 + ENSG00000261682
16 protein_coding gene 46723555 46732306 + ENSG00000091651
16 antisense gene 47007900 47012894 + ENSG00000261173
16 antisense gene 47178234 47196658 + ENSG00000260281
16 lincRNA gene 49488140 49491180 + ENSG00000263110
16 lincRNA gene 52119192 52132979 + ENSG00000261749
16 lincRNA gene 53407405 53418657 + ENSG00000261804
16 protein_coding gene 53737875 54155853 + ENSG00000140718
16 protein_coding gene 56225302 56391356 + ENSG00000087258
16 protein_coding gene 56764017 56878797 + ENSG00000102900
16 protein_coding gene 57220049 57274387 + ENSG00000159579
16 antisense gene 58163433 58193037 + ENSG00000260927
16 protein_coding gene 58328984 58440048 + ENSG00000181938
16 protein_coding gene 66586490 66613038 + ENSG00000254788
16 protein_coding gene 66968347 66978999 + ENSG00000172831
16 protein_coding gene 67261006 67263181 + ENSG00000168701
16 protein_coding gene 67360701 67419106 + ENSG00000159708
16 processed_transcript gene 67515217 67521153 + ENSG00000270049
16 protein_coding gene 67840668 67866051 + ENSG00000102904
16 protein_coding gene 68344877 68392466 + ENSG00000132600
16 antisense gene 69760916 69776466 + ENSG00000262136
16 protein_coding gene 70323566 70369186 + ENSG00000157349
16 protein_coding gene 70380732 70407286 + ENSG00000168872
16 protein_coding gene 70557691 70608820 + ENSG00000189091
16 antisense gene 72699069 72821143 + ENSG00000259768
16 protein_coding gene 74330673 74340186 + ENSG00000103035
16 protein_coding gene 81069452 81080963 + ENSG00000166454
16 lincRNA gene 82203901 82209408 + ENSG00000261029
16 protein_coding gene 83841448 83853342 + ENSG00000230989
16 protein_coding gene 84178865 84212373 + ENSG00000154099
16 antisense gene 88729706 88753594 + ENSG00000260630
16 protein_coding gene 88772871 88781794 + ENSG00000174177
16 protein_coding gene 89006197 89017932 + ENSG00000205018
16 protein_coding gene 89284118 89295363 + ENSG00000170100
16 protein_coding gene 89557325 89624176 + ENSG00000197912
16 pseudogene gene 90038994 90068569 + ENSG00000223959
17 protein_coding gene 3539762 3564836 + ENSG00000040531
17 protein_coding gene 4046462 4090605 + ENSG00000167740
17 protein_coding gene 4643319 4649411 + ENSG00000141497
17 protein_coding gene 4710391 4726729 + ENSG00000129219
17 protein_coding gene 4901243 4931696 + ENSG00000129250
17 protein_coding gene 4981543 4999669 + ENSG00000180787
17 antisense gene 5095379 5151364 + ENSG00000261879
17 protein_coding gene 7258442 7260538 + ENSG00000182896
17 protein_coding gene 7387685 7417933 + ENSG00000181222
17 lincRNA gene 8080130 8086130 + ENSG00000266824
17 protein_coding gene 9479944 9546776 + ENSG00000166596
17 protein_coding gene 9725523 9795419 + ENSG00000065325
